,county,date,new_cases,new_deaths
7513,Lassen,2020-07-30,31,0
7514,Lassen,2020-07-31,0,0
7515,Lassen,2020-08-01,11,0
7516,Lassen,2020-08-02,0,0
7517,Lassen,2020-08-03,0,0
7518,Lassen,2020-08-04,1,0
7519,Lassen,2020-08-05,1,0
7520,Lassen,2020-08-06,31,0
7521,Lassen,2020-08-07,0,0
7522,Lassen,2020-08-08,1,0
7523,Lassen,2020-08-09,0,0
7524,Lassen,2020-08-10,-1,0
7525,Lassen,2020-08-11,17,0
7526,Lassen,2020-08-12,46,0
7527,Lassen,2020-08-13,1,0
7528,Lassen,2020-08-14,13,0
7529,Lassen,2020-08-15,1,0
7530,Lassen,2020-08-16,0,0
7531,Lassen,2020-08-17,0,0
7532,Lassen,2020-08-18,27,0
7533,Lassen,2020-08-19,0,0
7534,Lassen,2020-08-20,0,0
7535,Lassen,2020-08-21,0,0
7536,Lassen,2020-08-22,0,0
7537,Lassen,2020-08-23,0,0
7538,Lassen,2020-08-24,0,0
7539,Lassen,2020-08-25,-1,0
7540,Lassen,2020-08-26,10,0
7541,Lassen,2020-08-27,1,0
7542,Lassen,2020-08-28,1,0
7543,Lassen,2020-08-29,2,0
7544,Lassen,2020-08-30,0,0
7545,Lassen,2020-08-31,0,0
7546,Lassen,2020-09-01,0,0
7547,Lassen,2020-09-02,0,0
7548,Lassen,2020-09-03,1,0
7549,Lassen,2020-09-04,1,0
7550,Lassen,2020-09-05,1,0
7551,Lassen,2020-09-06,0,0
7552,Lassen,2020-09-07,0,0
7553,Lassen,2020-09-08,1,0
7554,Lassen,2020-09-09,4,0
7555,Lassen,2020-09-10,2,0
7556,Lassen,2020-09-11,3,0
7557,Lassen,2020-09-12,0,0
7558,Lassen,2020-09-13,0,0
7559,Lassen,2020-09-14,0,0
7560,Lassen,2020-09-15,0,0
7561,Lassen,2020-09-16,11,0
7562,Lassen,2020-09-17,1,0
7563,Lassen,2020-09-18,0,0
7564,Lassen,2020-09-19,0,0
7565,Lassen,2020-09-20,4,0
7566,Lassen,2020-09-21,0,0
7567,Lassen,2020-09-22,1,0
7568,Lassen,2020-09-23,0,0
7569,Lassen,2020-09-24,1,0
7570,Lassen,2020-09-25,0,0
7571,Lassen,2020-09-26,0,0
7572,Lassen,2020-09-27,0,0
7573,Lassen,2020-09-28,0,0
7574,Lassen,2020-09-29,4,0
7575,Lassen,2020-09-30,1,0
7576,Lassen,2020-10-01,0,0
7577,Lassen,2020-10-02,0,0
7578,Lassen,2020-10-03,1,0
7579,Lassen,2020-10-04,0,0
7580,Lassen,2020-10-05,0,0
7581,Lassen,2020-10-06,0,0
7582,Lassen,2020-10-07,8,0
7583,Lassen,2020-10-08,0,0
7584,Lassen,2020-10-09,0,0
7585,Lassen,2020-10-10,1,0
7586,Lassen,2020-10-11,0,1
7587,Lassen,2020-10-12,0,0
7588,Lassen,2020-10-13,0,0
7589,Lassen,2020-10-14,0,0
7590,Lassen,2020-10-15,0,0
7591,Lassen,2020-10-16,5,0
7592,Lassen,2020-10-17,0,0
7593,Lassen,2020-10-18,0,0
7594,Lassen,2020-10-19,0,0
7595,Lassen,2020-10-20,0,0
7596,Lassen,2020-10-21,7,0
7597,Lassen,2020-10-22,0,0
7598,Lassen,2020-10-23,0,0
7599,Lassen,2020-10-24,0,0
7600,Lassen,2020-10-25,0,0
7601,Lassen,2020-10-26,0,0
7602,Lassen,2020-10-27,0,0
7603,Lassen,2020-10-28,7,0
7604,Lassen,2020-10-29,1,0
7605,Lassen,2020-10-30,5,0
7606,Lassen,2020-10-31,5,0
7607,Lassen,2020-11-01,0,0
7608,Lassen,2020-11-02,0,0
7609,Lassen,2020-11-03,0,0
7610,Lassen,2020-11-04,-1,0
7611,Lassen,2020-11-05,1,0
7612,Lassen,2020-11-06,12,0
7613,Lassen,2020-11-07,5,0
7614,Lassen,2020-11-08,0,0
7615,Lassen,2020-11-09,0,0
7616,Lassen,2020-11-10,31,0
7617,Lassen,2020-11-11,1,0
7618,Lassen,2020-11-12,1,0
7619,Lassen,2020-11-13,0,0
7620,Lassen,2020-11-14,1,0
7621,Lassen,2020-11-15,291,0
7622,Lassen,2020-11-16,0,0
7623,Lassen,2020-11-17,0,1
7624,Lassen,2020-11-18,0,0
7625,Lassen,2020-11-19,77,0
7626,Lassen,2020-11-20,11,0
7627,Lassen,2020-11-21,-1,0
7628,Lassen,2020-11-22,0,0
7629,Lassen,2020-11-23,60,0
7630,Lassen,2020-11-24,386,0
7631,Lassen,2020-11-25,44,0
7632,Lassen,2020-11-26,13,0
7633,Lassen,2020-11-27,0,0
7634,Lassen,2020-11-28,0,0
7635,Lassen,2020-11-29,79,0
7636,Lassen,2020-11-30,0,0
7637,Lassen,2020-12-01,254,0
7638,Lassen,2020-12-02,68,0
7639,Lassen,2020-12-03,13,0
7640,Lassen,2020-12-04,39,0
7641,Lassen,2020-12-05,1,0
7642,Lassen,2020-12-06,0,0
7643,Colusa,2020-03-18,0,0
7644,Colusa,2020-03-19,0,0
7645,Colusa,2020-03-20,0,0
7646,Colusa,2020-03-21,0,0
7647,Colusa,2020-03-22,0,0
7648,Colusa,2020-03-23,0,0
7649,Colusa,2020-03-24,0,0
7650,Colusa,2020-03-25,0,0
7651,Colusa,2020-03-26,0,0
7652,Colusa,2020-03-27,0,0
7653,Colusa,2020-03-28,1,0
7654,Colusa,2020-03-29,0,0
7655,Colusa,2020-03-30,0,0
7656,Colusa,2020-03-31,0,0
7657,Colusa,2020-04-01,0,0
7658,Colusa,2020-04-02,0,0
7659,Colusa,2020-04-03,0,0
7660,Colusa,2020-04-04,0,0
7661,Colusa,2020-04-05,0,0
7662,Colusa,2020-04-06,0,0
7663,Colusa,2020-04-07,1,0
7664,Colusa,2020-04-08,1,0
7665,Colusa,2020-04-09,0,0
7666,Colusa,2020-04-10,0,0
7667,Colusa,2020-04-11,0,0
7668,Colusa,2020-04-12,0,0
7669,Colusa,2020-04-13,0,0
7670,Colusa,2020-04-14,0,0
7671,Colusa,2020-04-15,0,0
7672,Colusa,2020-04-16,0,0
7673,Colusa,2020-04-17,0,0
7674,Colusa,2020-04-18,0,0
7675,Colusa,2020-04-19,0,0
7676,Colusa,2020-04-20,0,0
7677,Colusa,2020-04-21,0,0
7678,Colusa,2020-04-22,0,0
7679,Colusa,2020-04-23,0,0
7680,Colusa,2020-04-24,0,0
7681,Colusa,2020-04-25,0,0
7682,Colusa,2020-04-26,0,0
7683,Colusa,2020-04-27,0,0
7684,Colusa,2020-04-28,0,0
7685,Colusa,2020-04-29,0,0
7686,Colusa,2020-04-30,0,0
7687,Colusa,2020-05-01,0,0
7688,Colusa,2020-05-02,0,0
7689,Colusa,2020-05-03,0,0
7690,Colusa,2020-05-04,0,0
7691,Colusa,2020-05-05,0,0
7692,Colusa,2020-05-06,0,0
7693,Colusa,2020-05-07,0,0
7694,Colusa,2020-05-08,0,0
7695,Colusa,2020-05-09,0,0
7696,Colusa,2020-05-10,0,0
7697,Colusa,2020-05-11,0,0
7698,Colusa,2020-05-12,0,0
7699,Colusa,2020-05-13,0,0
7700,Colusa,2020-05-14,0,0
7701,Colusa,2020-05-15,0,0
7702,Colusa,2020-05-16,0,0
7703,Colusa,2020-05-17,0,0
7704,Colusa,2020-05-18,0,0
7705,Colusa,2020-05-19,0,0
7706,Colusa,2020-05-20,0,0
7707,Colusa,2020-05-21,1,0
7708,Colusa,2020-05-22,0,0
7709,Colusa,2020-05-23,0,0
7710,Colusa,2020-05-24,0,0
7711,Colusa,2020-05-25,0,0
7712,Colusa,2020-05-26,0,0
7713,Colusa,2020-05-27,1,0
7714,Colusa,2020-05-28,0,0
7715,Colusa,2020-05-29,0,0
7716,Colusa,2020-05-30,0,0
7717,Colusa,2020-05-31,0,0
7718,Colusa,2020-06-01,2,0
7719,Colusa,2020-06-02,0,0
7720,Colusa,2020-06-03,0,0
7721,Colusa,2020-06-04,0,0
7722,Colusa,2020-06-05,0,0
7723,Colusa,2020-06-06,0,0
7724,Colusa,2020-06-07,0,0
7725,Colusa,2020-06-08,0,0
7726,Colusa,2020-06-09,0,0
7727,Colusa,2020-06-10,0,0
7728,Colusa,2020-06-11,0,0
7729,Colusa,2020-06-12,0,0
7730,Colusa,2020-06-13,0,0
7731,Colusa,2020-06-14,0,0
7732,Colusa,2020-06-15,0,0
7733,Colusa,2020-06-16,0,0
7734,Colusa,2020-06-17,0,0
7735,Colusa,2020-06-18,0,0
7736,Colusa,2020-06-19,0,0
7737,Colusa,2020-06-20,0,0
7738,Colusa,2020-06-21,0,0
7739,Colusa,2020-06-22,0,0
7740,Colusa,2020-06-23,0,0
7741,Colusa,2020-06-24,4,0
7742,Colusa,2020-06-25,4,0
7743,Colusa,2020-06-26,4,0
7744,Colusa,2020-06-27,1,0
7745,Colusa,2020-06-28,4,0
7746,Colusa,2020-06-29,9,0
7747,Colusa,2020-06-30,13,0
7748,Colusa,2020-07-01,7,0
7749,Colusa,2020-07-02,7,0
7750,Colusa,2020-07-03,10,0
7751,Colusa,2020-07-04,6,0
7752,Colusa,2020-07-05,3,0
7753,Colusa,2020-07-06,1,0
7754,Colusa,2020-07-07,4,0
7755,Colusa,2020-07-08,6,0
7756,Colusa,2020-07-09,7,0
7757,Colusa,2020-07-10,6,0
7758,Colusa,2020-07-11,7,0
7759,Colusa,2020-07-12,6,0
7760,Colusa,2020-07-13,0,0
7761,Colusa,2020-07-14,12,0
7762,Colusa,2020-07-15,7,0
7763,Colusa,2020-07-16,5,0
7764,Colusa,2020-07-17,6,0
7765,Colusa,2020-07-18,36,0
7766,Colusa,2020-07-19,5,0
7767,Colusa,2020-07-20,30,0
7768,Colusa,2020-07-21,10,0
7769,Colusa,2020-07-22,9,0
7770,Colusa,2020-07-23,6,2
7771,Colusa,2020-07-24,13,0
7772,Colusa,2020-07-25,10,0
7773,Colusa,2020-07-26,5,0
7774,Colusa,2020-07-27,1,0
7775,Colusa,2020-07-28,19,0
7776,Colusa,2020-07-29,12,1
7777,Colusa,2020-07-30,13,1
7778,Colusa,2020-07-31,4,0
7779,Colusa,2020-08-01,8,0
7780,Colusa,2020-08-02,8,0
7781,Colusa,2020-08-03,1,0
7782,Colusa,2020-08-04,18,0
7783,Colusa,2020-08-05,0,0
7784,Colusa,2020-08-06,4,0
7785,Colusa,2020-08-07,0,0
7786,Colusa,2020-08-08,10,0
7787,Colusa,2020-08-09,3,0
7788,Colusa,2020-08-10,16,0
7789,Colusa,2020-08-11,3,1
7790,Colusa,2020-08-12,4,0
7791,Colusa,2020-08-13,1,0
7792,Colusa,2020-08-14,4,0
7793,Colusa,2020-08-15,2,0
7794,Colusa,2020-08-16,6,0
7795,Colusa,2020-08-17,1,0
7796,Colusa,2020-08-18,7,0
7797,Colusa,2020-08-19,0,0
7798,Colusa,2020-08-20,0,0
7799,Colusa,2020-08-21,3,0
7800,Colusa,2020-08-22,1,0
7801,Colusa,2020-08-23,5,0
7802,Colusa,2020-08-24,1,0
7803,Colusa,2020-08-25,5,0
7804,Colusa,2020-08-26,3,1
7805,Colusa,2020-08-27,5,0
7806,Colusa,2020-08-28,3,0
7807,Colusa,2020-08-29,-1,0
7808,Colusa,2020-08-30,0,0
7809,Colusa,2020-08-31,3,0
7810,Colusa,2020-09-01,11,0
7811,Colusa,2020-09-02,6,0
7812,Colusa,2020-09-03,4,0
7813,Colusa,2020-09-04,3,0
7814,Colusa,2020-09-05,5,0
7815,Colusa,2020-09-06,3,0
7816,Colusa,2020-09-07,0,0
7817,Colusa,2020-09-08,0,0
7818,Colusa,2020-09-09,4,0
7819,Colusa,2020-09-10,3,0
7820,Colusa,2020-09-11,2,0
7821,Colusa,2020-09-12,2,0
7822,Colusa,2020-09-13,0,0
7823,Colusa,2020-09-14,0,0
7824,Colusa,2020-09-15,11,0
7825,Colusa,2020-09-16,0,0
7826,Colusa,2020-09-17,2,0
7827,Colusa,2020-09-18,5,0
7828,Colusa,2020-09-19,3,0
7829,Colusa,2020-09-20,3,0
7830,Colusa,2020-09-21,7,0
7831,Colusa,2020-09-22,1,0
7832,Colusa,2020-09-23,3,0
7833,Colusa,2020-09-24,2,0
7834,Colusa,2020-09-25,5,0
7835,Colusa,2020-09-26,1,0
7836,Colusa,2020-09-27,2,0
7837,Colusa,2020-09-28,0,0
7838,Colusa,2020-09-29,3,0
7839,Colusa,2020-09-30,0,0
7840,Colusa,2020-10-01,2,0
7841,Colusa,2020-10-02,1,0
7842,Colusa,2020-10-03,0,0
7843,Colusa,2020-10-04,0,0
7844,Colusa,2020-10-05,0,0
7845,Colusa,2020-10-06,1,0
7846,Colusa,2020-10-07,1,0
7847,Colusa,2020-10-08,0,0
7848,Colusa,2020-10-09,2,0
7849,Colusa,2020-10-10,0,0
7850,Colusa,2020-10-11,0,0
7851,Colusa,2020-10-12,0,0
7852,Colusa,2020-10-13,0,0
7853,Colusa,2020-10-14,2,0
7854,Colusa,2020-10-15,0,0
7855,Colusa,2020-10-16,1,0
7856,Colusa,2020-10-17,0,0
7857,Colusa,2020-10-18,0,0
7858,Colusa,2020-10-19,0,0
7859,Colusa,2020-10-20,2,0
7860,Colusa,2020-10-21,0,0
7861,Colusa,2020-10-22,1,0
7862,Colusa,2020-10-23,0,0
7863,Colusa,2020-10-24,1,0
7864,Colusa,2020-10-25,0,0
7865,Colusa,2020-10-26,0,0
7866,Colusa,2020-10-27,1,0
7867,Colusa,2020-10-28,2,0
7868,Colusa,2020-10-29,1,0
7869,Colusa,2020-10-30,2,0
7870,Colusa,2020-10-31,1,0
7871,Colusa,2020-11-01,12,0
7872,Colusa,2020-11-02,4,0
7873,Colusa,2020-11-03,1,0
7874,Colusa,2020-11-04,-1,0
7875,Colusa,2020-11-05,3,0
7876,Colusa,2020-11-06,6,0
7877,Colusa,2020-11-07,3,0
7878,Colusa,2020-11-08,0,0
7879,Colusa,2020-11-09,0,0
7880,Colusa,2020-11-10,7,0
7881,Colusa,2020-11-11,1,0
7882,Colusa,2020-11-12,0,0
7883,Colusa,2020-11-13,7,0
7884,Colusa,2020-11-14,3,0
7885,Colusa,2020-11-15,0,0
7886,Colusa,2020-11-16,0,0
7887,Colusa,2020-11-17,5,0
7888,Colusa,2020-11-18,5,0
7889,Colusa,2020-11-19,10,0
7890,Colusa,2020-11-20,10,0
7891,Colusa,2020-11-21,11,0
7892,Colusa,2020-11-22,0,0
7893,Colusa,2020-11-23,20,0
7894,Colusa,2020-11-24,20,0
7895,Colusa,2020-11-25,11,0
7896,Colusa,2020-11-26,1,0
7897,Colusa,2020-11-27,0,0
7898,Colusa,2020-11-28,17,0
7899,Colusa,2020-11-29,12,0
7900,Colusa,2020-11-30,14,0
7901,Colusa,2020-12-01,10,0
7902,Colusa,2020-12-02,9,0
7903,Colusa,2020-12-03,18,0
7904,Colusa,2020-12-04,16,0
7905,Colusa,2020-12-05,35,0
7906,Colusa,2020-12-06,-1,0
7907,Lake,2020-03-18,0,0
7908,Lake,2020-03-19,0,0
7909,Lake,2020-03-20,0,0
7910,Lake,2020-03-21,0,0
7911,Lake,2020-03-22,0,0
7912,Lake,2020-03-23,0,0
7913,Lake,2020-03-24,0,0
7914,Lake,2020-03-25,0,0
7915,Lake,2020-03-26,0,0
7916,Lake,2020-03-27,0,0
7917,Lake,2020-03-28,0,0
7918,Lake,2020-03-29,0,0
7919,Lake,2020-03-31,0,0
7920,Lake,2020-04-01,0,0
7921,Lake,2020-04-02,0,0
7922,Lake,2020-04-03,0,0
7923,Lake,2020-04-04,0,0
7924,Lake,2020-04-05,0,0
7925,Lake,2020-04-06,1,0
7926,Lake,2020-04-07,0,0
7927,Lake,2020-04-08,0,0
7928,Lake,2020-04-09,0,0
7929,Lake,2020-04-10,2,0
7930,Lake,2020-04-11,0,0
7931,Lake,2020-04-12,0,0
7932,Lake,2020-04-13,0,0
7933,Lake,2020-04-14,0,0
7934,Lake,2020-04-15,1,0
7935,Lake,2020-04-16,2,0
7936,Lake,2020-04-17,0,0
7937,Lake,2020-04-18,0,0
7938,Lake,2020-04-19,0,0
7939,Lake,2020-04-20,0,0
7940,Lake,2020-04-21,0,0
7941,Lake,2020-04-22,0,0
7942,Lake,2020-04-23,0,0
7943,Lake,2020-04-24,0,0
7944,Lake,2020-04-25,0,0
7945,Lake,2020-04-26,0,0
7946,Lake,2020-04-27,0,0
7947,Lake,2020-04-28,0,0
7948,Lake,2020-04-29,0,0
7949,Lake,2020-04-30,0,0
7950,Lake,2020-05-01,0,0
7951,Lake,2020-05-02,1,0
7952,Lake,2020-05-03,0,0
7953,Lake,2020-05-04,0,0
7954,Lake,2020-05-05,0,0
7955,Lake,2020-05-06,0,0
7956,Lake,2020-05-07,0,0
7957,Lake,2020-05-08,0,0
7958,Lake,2020-05-09,0,0
7959,Lake,2020-05-10,0,0
7960,Lake,2020-05-11,0,0
7961,Lake,2020-05-12,0,0
7962,Lake,2020-05-13,0,0
7963,Lake,2020-05-14,0,0
7964,Lake,2020-05-15,0,0
7965,Lake,2020-05-16,0,0
7966,Lake,2020-05-17,0,0
7967,Lake,2020-05-18,2,0
7968,Lake,2020-05-19,2,0
7969,Lake,2020-05-20,-2,0
7970,Lake,2020-05-21,1,0
7971,Lake,2020-05-22,0,0
7972,Lake,2020-05-23,0,0
7973,Lake,2020-05-24,2,0
7974,Lake,2020-05-25,1,0
7975,Lake,2020-05-26,-1,0
7976,Lake,2020-05-27,1,0
7977,Lake,2020-05-28,4,0
7978,Lake,2020-05-29,0,0
7979,Lake,2020-05-30,1,0
7980,Lake,2020-05-31,1,0
7981,Lake,2020-06-01,3,0
7982,Lake,2020-06-02,3,0
7983,Lake,2020-06-03,1,0
7984,Lake,2020-06-04,1,0
7985,Lake,2020-06-05,1,0
7986,Lake,2020-06-06,0,0
7987,Lake,2020-06-07,0,0
7988,Lake,2020-06-08,0,0
7989,Lake,2020-06-09,0,0
7990,Lake,2020-06-10,0,0
7991,Lake,2020-06-11,0,0
7992,Lake,2020-06-12,1,0
7993,Lake,2020-06-13,0,0
7994,Lake,2020-06-14,2,0
7995,Lake,2020-06-15,0,0
7996,Lake,2020-06-16,0,0
7997,Lake,2020-06-17,1,0
7998,Lake,2020-06-18,4,0
7999,Lake,2020-06-19,0,0
8000,Lake,2020-06-20,1,0
8001,Lake,2020-06-21,-1,0
8002,Lake,2020-06-22,1,0
8003,Lake,2020-06-23,3,0
8004,Lake,2020-06-24,0,0
8005,Lake,2020-06-25,3,0
8006,Lake,2020-06-26,0,0
8007,Lake,2020-06-27,0,0
8008,Lake,2020-06-28,13,0
8009,Lake,2020-06-29,6,0
8010,Lake,2020-06-30,6,0
8011,Lake,2020-07-01,8,0
8012,Lake,2020-07-02,5,0
8013,Lake,2020-07-03,2,0
8014,Lake,2020-07-04,3,0
8015,Lake,2020-07-05,6,0
8016,Lake,2020-07-06,1,0
8017,Lake,2020-07-07,1,0
8018,Lake,2020-07-08,3,1
8019,Lake,2020-07-09,2,0
8020,Lake,2020-07-10,5,0
8021,Lake,2020-07-11,6,0
8022,Lake,2020-07-12,4,0
8023,Lake,2020-07-13,4,0
8024,Lake,2020-07-14,2,0
8025,Lake,2020-07-15,2,0
8026,Lake,2020-07-16,6,0
8027,Lake,2020-07-17,11,0
8028,Lake,2020-07-18,3,0
8029,Lake,2020-07-19,2,0
8030,Lake,2020-07-20,3,0
8031,Lake,2020-07-21,10,0
8032,Lake,2020-07-22,3,0
8033,Lake,2020-07-23,0,0
8034,Lake,2020-07-24,7,0
8035,Lake,2020-07-25,6,0
8036,Lake,2020-07-26,1,0
8037,Lake,2020-07-27,2,0
8038,Lake,2020-07-28,3,0
8039,Lake,2020-07-29,0,0
8040,Lake,2020-07-30,2,0
8041,Lake,2020-07-31,10,0
8042,Lake,2020-08-01,3,0
8043,Lake,2020-08-02,7,0
8044,Lake,2020-08-03,0,0
8045,Lake,2020-08-04,5,0
8046,Lake,2020-08-05,3,1
8047,Lake,2020-08-06,0,0
8048,Lake,2020-08-07,6,0
8049,Lake,2020-08-08,6,0
8050,Lake,2020-08-09,4,0
8051,Lake,2020-08-10,14,0
8052,Lake,2020-08-11,4,0
8053,Lake,2020-08-12,10,0
8054,Lake,2020-08-13,10,0
8055,Lake,2020-08-14,4,0
8056,Lake,2020-08-15,1,0
8057,Lake,2020-08-16,1,0
8058,Lake,2020-08-17,1,0
8059,Lake,2020-08-18,4,0
8060,Lake,2020-08-19,3,0
8061,Lake,2020-08-20,3,1
8062,Lake,2020-08-21,1,0
8063,Lake,2020-08-22,10,0
8064,Lake,2020-08-23,8,0
8065,Lake,2020-08-24,3,0
8066,Lake,2020-08-25,2,0
8067,Lake,2020-08-26,4,0
8068,Lake,2020-08-27,6,0
8069,Lake,2020-08-28,6,0
8070,Lake,2020-08-29,9,1
8071,Lake,2020-08-30,5,0
8072,Lake,2020-08-31,7,0
8073,Lake,2020-09-01,0,1
8074,Lake,2020-09-02,1,0
8075,Lake,2020-09-03,5,0
8076,Lake,2020-09-04,0,0
8077,Lake,2020-09-05,12,0
8078,Lake,2020-09-06,3,0
8079,Lake,2020-09-07,5,0
8080,Lake,2020-09-08,3,0
8081,Lake,2020-09-09,1,1
8082,Lake,2020-09-10,6,0
8083,Lake,2020-09-11,5,1
8084,Lake,2020-09-12,11,0
8085,Lake,2020-09-13,4,0
8086,Lake,2020-09-14,10,0
8087,Lake,2020-09-15,9,0
8088,Lake,2020-09-16,1,0
8089,Lake,2020-09-17,16,3
8090,Lake,2020-09-18,25,0
8091,Lake,2020-09-19,7,0
8092,Lake,2020-09-20,27,0
8093,Lake,2020-09-21,16,1
8094,Lake,2020-09-22,8,0
8095,Lake,2020-09-23,3,0
8096,Lake,2020-09-24,12,0
8097,Lake,2020-09-25,8,0
8098,Lake,2020-09-26,10,0
8099,Lake,2020-09-27,6,0
8100,Lake,2020-09-28,4,0
8101,Lake,2020-09-29,7,0
8102,Lake,2020-09-30,1,0
8103,Lake,2020-10-01,5,0
8104,Lake,2020-10-02,7,0
8105,Lake,2020-10-03,9,0
8106,Lake,2020-10-04,1,0
8107,Lake,2020-10-05,3,1
8108,Lake,2020-10-06,4,0
8109,Lake,2020-10-07,3,0
8110,Lake,2020-10-08,5,0
8111,Lake,2020-10-09,6,1
8112,Lake,2020-10-10,20,0
8113,Lake,2020-10-11,1,0
8114,Lake,2020-10-12,2,0
8115,Lake,2020-10-13,6,1
8116,Lake,2020-10-14,3,0
8117,Lake,2020-10-15,0,0
8118,Lake,2020-10-16,2,1
8119,Lake,2020-10-17,19,0
8120,Lake,2020-10-18,7,0
8121,Lake,2020-10-19,3,0
8122,Lake,2020-10-20,2,0
8123,Lake,2020-10-21,1,0
8124,Lake,2020-10-22,2,0
8125,Lake,2020-10-23,11,0
8126,Lake,2020-10-24,7,0
8127,Lake,2020-10-25,-1,0
8128,Lake,2020-10-26,2,1
8129,Lake,2020-10-27,3,0
8130,Lake,2020-10-28,0,0
8131,Lake,2020-10-29,2,1
8132,Lake,2020-10-30,18,0
8133,Lake,2020-10-31,4,1
8134,Lake,2020-11-01,3,0
8135,Lake,2020-11-02,1,-1
8136,Lake,2020-11-03,4,0
8137,Lake,2020-11-04,3,0
8138,Lake,2020-11-05,4,0
8139,Lake,2020-11-06,2,0
8140,Lake,2020-11-07,10,0
8141,Lake,2020-11-08,3,0
8142,Lake,2020-11-09,1,0
8143,Lake,2020-11-10,7,0
8144,Lake,2020-11-11,1,0
8145,Lake,2020-11-12,1,0
8146,Lake,2020-11-13,6,0
8147,Lake,2020-11-14,3,0
8148,Lake,2020-11-15,4,0
8149,Lake,2020-11-16,7,1
8150,Lake,2020-11-17,8,0
8151,Lake,2020-11-18,10,0
8152,Lake,2020-11-19,7,0
8153,Lake,2020-11-20,11,0
8154,Lake,2020-11-21,12,0
8155,Lake,2020-11-22,2,0
8156,Lake,2020-11-23,6,1
8157,Lake,2020-11-24,32,0
8158,Lake,2020-11-25,6,0
8159,Lake,2020-11-26,12,0
8160,Lake,2020-11-27,19,0
8161,Lake,2020-11-28,11,0
8162,Lake,2020-11-29,7,0
8163,Lake,2020-11-30,12,1
8164,Lake,2020-12-01,30,0
8165,Lake,2020-12-02,2,1
8166,Lake,2020-12-03,20,0
8167,Lake,2020-12-04,27,0
8168,Lake,2020-12-05,51,0
8169,Lake,2020-12-06,6,0
8170,Modoc,2020-04-03,0,0
8171,Modoc,2020-04-04,0,0
8172,Modoc,2020-04-05,0,0
8173,Modoc,2020-04-06,0,0
8174,Modoc,2020-04-07,0,0
8175,Modoc,2020-04-08,0,0
8176,Modoc,2020-04-09,0,0
8177,Modoc,2020-04-10,0,0
8178,Modoc,2020-04-11,0,0
8179,Modoc,2020-04-12,0,0
8180,Modoc,2020-04-13,0,0
8181,Modoc,2020-04-14,0,0
8182,Modoc,2020-04-15,0,0
8183,Modoc,2020-04-16,0,0
8184,Modoc,2020-04-17,0,0
8185,Modoc,2020-04-18,0,0
8186,Modoc,2020-04-19,0,0
8187,Modoc,2020-04-20,0,0
8188,Modoc,2020-04-21,0,0
8189,Modoc,2020-04-22,0,0
8190,Modoc,2020-04-23,0,0
8191,Modoc,2020-04-24,0,0
8192,Modoc,2020-04-25,0,0
8193,Modoc,2020-04-26,0,0
8194,Modoc,2020-04-27,0,0
8195,Modoc,2020-04-28,0,0
8196,Modoc,2020-04-29,0,0
8197,Modoc,2020-04-30,0,0
8198,Modoc,2020-05-01,0,0
8199,Modoc,2020-05-02,0,0
8200,Modoc,2020-05-03,0,0
8201,Modoc,2020-05-04,0,0
8202,Modoc,2020-05-05,0,0
8203,Modoc,2020-05-06,0,0
8204,Modoc,2020-05-07,0,0
8205,Modoc,2020-05-08,0,0
8206,Modoc,2020-05-09,0,0
8207,Modoc,2020-05-10,0,0
8208,Modoc,2020-05-11,0,0
8209,Modoc,2020-05-12,0,0
8210,Modoc,2020-05-13,0,0
8211,Modoc,2020-05-14,0,0
8212,Modoc,2020-05-15,0,0
8213,Modoc,2020-05-16,0,0
8214,Modoc,2020-05-17,0,0
8215,Modoc,2020-05-18,0,0
8216,Modoc,2020-05-19,0,0
8217,Modoc,2020-05-20,0,0
8218,Modoc,2020-05-21,0,0
8219,Modoc,2020-05-22,0,0
8220,Modoc,2020-05-23,0,0
8221,Modoc,2020-05-24,0,0
8222,Modoc,2020-05-25,1,0
8223,Modoc,2020-05-26,0,0
8224,Modoc,2020-05-27,-1,0
8225,Modoc,2020-05-28,0,0
8226,Modoc,2020-05-29,0,0
8227,Modoc,2020-05-30,0,0
8228,Modoc,2020-05-31,0,0
8229,Modoc,2020-06-01,0,0
8230,Modoc,2020-06-02,0,0
8231,Modoc,2020-06-03,0,0
8232,Modoc,2020-06-04,0,0
8233,Modoc,2020-06-05,0,0
8234,Modoc,2020-06-06,0,0
8235,Modoc,2020-06-07,0,0
8236,Modoc,2020-06-08,0,0
8237,Modoc,2020-06-09,0,0
8238,Modoc,2020-06-10,0,0
8239,Modoc,2020-06-11,0,0
8240,Modoc,2020-06-12,0,0
8241,Modoc,2020-06-13,0,0
8242,Modoc,2020-06-14,0,0
8243,Modoc,2020-06-15,0,0
8244,Modoc,2020-06-16,0,0
8245,Modoc,2020-06-17,0,0
8246,Modoc,2020-06-18,0,0
8247,Modoc,2020-06-19,0,0
8248,Modoc,2020-06-20,0,0
8249,Modoc,2020-06-21,0,0
8250,Modoc,2020-06-22,0,0
8251,Modoc,2020-06-23,0,0
8252,Modoc,2020-06-24,0,0
8253,Modoc,2020-06-25,0,0
8254,Modoc,2020-06-26,0,0
8255,Modoc,2020-06-27,0,0
8256,Modoc,2020-06-28,0,0
8257,Modoc,2020-06-29,0,0
8258,Modoc,2020-06-30,0,0
8259,Modoc,2020-07-01,0,0
8260,Modoc,2020-07-02,0,0
8261,Modoc,2020-07-03,0,0
