,county,date,new_cases,new_deaths
2354,Monterey,2020-11-14,173,1
2355,Monterey,2020-11-15,145,2
2356,Monterey,2020-11-16,90,0
2357,Monterey,2020-11-17,131,1
2358,Monterey,2020-11-18,120,0
2359,Monterey,2020-11-19,29,0
2360,Monterey,2020-11-20,369,2
2361,Monterey,2020-11-21,148,0
2362,Monterey,2020-11-22,1,1
2363,Monterey,2020-11-23,378,1
2364,Monterey,2020-11-24,89,1
2365,Monterey,2020-11-25,341,0
2366,Monterey,2020-11-26,55,0
2367,Monterey,2020-11-27,3,0
2368,Monterey,2020-11-28,575,5
2369,Monterey,2020-11-29,293,1
2370,Monterey,2020-11-30,216,0
2371,Monterey,2020-12-01,-2,1
2372,Monterey,2020-12-02,229,1
2373,Monterey,2020-12-03,154,4
2374,Monterey,2020-12-04,519,2
2375,Monterey,2020-12-05,340,0
2376,Monterey,2020-12-06,349,4
2377,Yuba,2020-03-18,0,0
2378,Yuba,2020-03-19,0,0
2379,Yuba,2020-03-20,0,0
2380,Yuba,2020-03-21,1,0
2381,Yuba,2020-03-22,1,0
2382,Yuba,2020-03-23,0,0
2383,Yuba,2020-03-24,0,0
2384,Yuba,2020-03-25,0,0
2385,Yuba,2020-03-26,1,0
2386,Yuba,2020-03-27,0,0
2387,Yuba,2020-03-28,0,0
2388,Yuba,2020-03-29,0,0
2389,Yuba,2020-03-30,2,0
2390,Yuba,2020-03-31,0,0
2391,Yuba,2020-04-01,0,0
2392,Yuba,2020-04-02,0,0
2393,Yuba,2020-04-03,1,0
2394,Yuba,2020-04-04,1,0
2395,Yuba,2020-04-05,0,0
2396,Yuba,2020-04-06,1,0
2397,Yuba,2020-04-07,2,0
2398,Yuba,2020-04-08,0,0
2399,Yuba,2020-04-09,3,0
2400,Yuba,2020-04-10,0,1
2401,Yuba,2020-04-11,0,0
2402,Yuba,2020-04-12,0,0
2403,Yuba,2020-04-13,0,0
2404,Mono,2020-06-06,0,0
2405,Yuba,2020-04-14,1,0
2406,Yuba,2020-04-15,1,0
2407,Yuba,2020-04-16,-1,0
2408,Yuba,2020-04-17,0,0
2409,Yuba,2020-04-18,0,0
2410,Yuba,2020-04-19,1,0
2411,Yuba,2020-04-20,0,0
2412,Yuba,2020-04-21,0,0
2413,Yuba,2020-04-22,0,0
2414,Yuba,2020-04-23,0,0
2415,Yuba,2020-04-24,0,0
2416,Yuba,2020-04-25,0,0
2417,Yuba,2020-04-26,0,0
2418,Yuba,2020-04-27,0,0
2419,Yuba,2020-04-28,0,0
2420,Yuba,2020-04-29,0,0
2421,Yuba,2020-04-30,0,0
2422,Yuba,2020-05-01,1,0
2423,Yuba,2020-05-02,0,0
2424,Yuba,2020-05-03,0,0
2425,Yuba,2020-05-04,0,0
2426,Yuba,2020-05-05,-1,0
2427,Yuba,2020-05-06,0,0
2428,Yuba,2020-05-07,1,0
2429,Yuba,2020-05-08,0,0
2430,Yuba,2020-05-09,1,0
2431,Yuba,2020-05-10,0,0
2432,Yuba,2020-05-11,1,0
2433,Yuba,2020-05-12,1,0
2434,Yuba,2020-05-13,0,0
2435,Yuba,2020-05-14,2,0
2436,Yuba,2020-05-15,0,0
2437,Yuba,2020-05-16,0,0
2438,Yuba,2020-05-17,0,0
2439,Yuba,2020-05-18,2,0
2440,Yuba,2020-05-19,0,0
2441,Yuba,2020-05-20,0,0
2442,Yuba,2020-05-21,1,0
2443,Yuba,2020-05-22,0,0
2444,Yuba,2020-05-23,0,0
2445,Yuba,2020-05-24,0,0
2446,Yuba,2020-05-25,0,0
2447,Yuba,2020-05-26,0,0
2448,Yuba,2020-05-27,0,0
2449,Yuba,2020-05-28,0,0
2450,Yuba,2020-05-29,1,0
2451,Yuba,2020-05-30,0,0
2452,Yuba,2020-05-31,1,0
2453,Yuba,2020-06-02,1,0
2454,Yuba,2020-06-03,0,0
2455,Yuba,2020-06-04,0,0
2456,Yuba,2020-06-05,0,0
2457,Yuba,2020-06-06,0,0
2458,Yuba,2020-06-07,0,0
2459,Yuba,2020-06-08,0,0
2460,Yuba,2020-06-09,0,0
2461,Yuba,2020-06-10,0,0
2462,Yuba,2020-06-11,0,0
2463,Yuba,2020-06-12,0,0
2464,Yuba,2020-06-13,1,0
2465,Yuba,2020-06-14,0,0
2466,Yuba,2020-06-15,0,0
2467,Yuba,2020-06-16,1,3
2468,Yuba,2020-06-17,1,0
2469,Yuba,2020-06-18,2,0
2470,Yuba,2020-06-19,1,-3
2471,Yuba,2020-06-20,1,0
2472,Yuba,2020-06-21,1,0
2473,Yuba,2020-06-22,1,0
2474,Yuba,2020-06-23,-1,0
2475,Yuba,2020-06-24,2,0
2476,Yuba,2020-06-25,1,0
2477,Yuba,2020-06-26,0,0
2478,Yuba,2020-06-27,1,0
2479,Yuba,2020-06-28,0,0
2480,Yuba,2020-06-29,16,0
2481,Yuba,2020-06-30,1,0
2482,Yuba,2020-07-01,23,0
2483,Yuba,2020-07-02,14,0
2484,Yuba,2020-07-03,3,0
2485,Yuba,2020-07-04,6,1
2486,Yuba,2020-07-05,13,0
2487,Yuba,2020-07-06,9,0
2488,Yuba,2020-07-07,14,0
2489,Yuba,2020-07-08,7,0
2490,Yuba,2020-07-09,7,1
2491,Yuba,2020-07-10,12,0
2492,Yuba,2020-07-11,11,0
2493,Yuba,2020-07-12,13,0
2494,Yuba,2020-07-13,6,0
2495,Yuba,2020-07-14,16,0
2496,Yuba,2020-07-15,11,0
2497,Yuba,2020-07-16,0,0
2498,Yuba,2020-07-17,10,0
2499,Yuba,2020-07-18,6,0
2500,Yuba,2020-07-19,3,0
2501,Yuba,2020-07-20,18,0
2502,Yuba,2020-07-21,11,0
2503,Yuba,2020-07-22,19,0
2504,Yuba,2020-07-23,9,0
2505,Yuba,2020-07-24,10,0
2506,Yuba,2020-07-25,5,0
2507,Yuba,2020-07-26,1,0
2508,Yuba,2020-07-27,15,0
2509,Yuba,2020-07-28,5,0
2510,Yuba,2020-07-29,17,1
2511,Yuba,2020-07-30,12,0
2512,Yuba,2020-07-31,7,0
2513,Yuba,2020-08-01,18,0
2514,Yuba,2020-08-02,6,0
2515,Yuba,2020-08-03,0,0
2516,Yuba,2020-08-04,5,0
2517,Yuba,2020-08-05,2,0
2518,Yuba,2020-08-06,7,0
2519,Yuba,2020-08-07,6,0
2520,Yuba,2020-08-08,17,0
2521,Yuba,2020-08-09,12,0
2522,Yuba,2020-08-10,85,0
2523,Yuba,2020-08-11,13,0
2524,Yuba,2020-08-12,9,0
2525,Yuba,2020-08-13,19,0
2526,Yuba,2020-08-14,38,0
2527,Yuba,2020-08-15,17,0
2528,Yuba,2020-08-16,24,0
2529,Yuba,2020-08-17,0,0
2530,Yuba,2020-08-18,32,0
2531,Yuba,2020-08-19,22,0
2532,Yuba,2020-08-20,8,0
2533,Yuba,2020-08-21,8,0
2534,Yuba,2020-08-22,21,0
2535,Yuba,2020-08-23,12,0
2536,Yuba,2020-08-24,0,0
2537,Yuba,2020-08-25,25,1
2538,Yuba,2020-08-26,4,0
2539,Yuba,2020-08-27,28,1
2540,Yuba,2020-08-28,3,0
2541,Yuba,2020-08-29,12,0
2542,Yuba,2020-08-30,10,0
2543,Yuba,2020-08-31,-2,0
2544,Yuba,2020-09-01,11,0
2545,Yuba,2020-09-02,15,0
2546,Yuba,2020-09-03,11,0
2547,Yuba,2020-09-04,17,0
2548,Yuba,2020-09-05,18,0
2549,Yuba,2020-09-06,11,0
2550,Yuba,2020-09-07,10,0
2551,Yuba,2020-09-08,0,1
2552,Yuba,2020-09-09,13,0
2553,Yuba,2020-09-10,5,0
2554,Yuba,2020-09-11,5,0
2555,Yuba,2020-09-12,17,0
2556,Yuba,2020-09-13,4,0
2557,Yuba,2020-09-14,10,0
2558,Yuba,2020-09-15,14,0
2559,Yuba,2020-09-16,9,0
2560,Yuba,2020-09-17,15,0
2561,Yuba,2020-09-18,5,0
2562,Yuba,2020-09-19,3,0
2563,Yuba,2020-09-20,6,0
2564,Yuba,2020-09-21,4,0
2565,Yuba,2020-09-22,2,0
2566,Yuba,2020-09-23,3,0
2567,Yuba,2020-09-24,4,0
2568,Yuba,2020-09-25,7,0
2569,Yuba,2020-09-26,7,0
2570,Yuba,2020-09-27,3,0
2571,Yuba,2020-09-28,3,1
2572,Yuba,2020-09-29,9,0
2573,Yuba,2020-09-30,4,0
2574,Yuba,2020-10-01,7,0
2575,Yuba,2020-10-02,8,0
2576,Yuba,2020-10-03,7,1
2577,Yuba,2020-10-04,6,0
2578,Yuba,2020-10-05,5,0
2579,Yuba,2020-10-06,6,1
2580,Yuba,2020-10-07,6,0
2581,Yuba,2020-10-08,6,0
2582,Yuba,2020-10-09,3,0
2583,Yuba,2020-10-10,5,0
2584,Yuba,2020-10-11,3,0
2585,Yuba,2020-10-12,4,0
2586,Yuba,2020-10-13,2,0
2587,Yuba,2020-10-14,4,0
2588,Yuba,2020-10-15,4,0
2589,Yuba,2020-10-16,4,0
2590,Yuba,2020-10-17,9,0
2591,Yuba,2020-10-18,12,0
2592,Yuba,2020-10-19,7,0
2593,Yuba,2020-10-20,8,0
2594,Yuba,2020-10-21,3,0
2595,Yuba,2020-10-22,5,0
2596,Yuba,2020-10-23,7,0
2597,Yuba,2020-10-24,4,0
2598,Yuba,2020-10-25,9,0
2599,Yuba,2020-10-26,7,0
2600,Yuba,2020-10-27,9,0
2601,Yuba,2020-10-28,10,0
2602,Yuba,2020-10-29,3,0
2603,Yuba,2020-10-30,8,0
2604,Yuba,2020-10-31,4,0
2605,Yuba,2020-11-01,13,0
2606,Yuba,2020-11-02,7,0
2607,Yuba,2020-11-03,15,0
2608,Yuba,2020-11-04,17,0
2609,Yuba,2020-11-05,10,0
2610,Yuba,2020-11-06,13,0
2611,Yuba,2020-11-07,9,0
2612,Yuba,2020-11-08,25,0
2613,Yuba,2020-11-09,11,0
2614,Yuba,2020-11-10,12,0
2615,Yuba,2020-11-11,8,0
2616,Yuba,2020-11-12,10,0
2617,Yuba,2020-11-13,25,0
2618,Yuba,2020-11-14,18,0
2619,Yuba,2020-11-15,17,0
2620,Yuba,2020-11-16,30,0
2621,Yuba,2020-11-17,19,0
2622,Yuba,2020-11-18,21,0
2623,Yuba,2020-11-19,28,0
2624,Yuba,2020-11-20,43,0
2625,Yuba,2020-11-21,32,0
2626,Yuba,2020-11-22,29,0
2627,Yuba,2020-11-23,30,0
2628,Yuba,2020-11-24,102,0
2629,Yuba,2020-11-25,36,0
2630,Yuba,2020-11-26,25,0
2631,Yuba,2020-11-27,-1,0
2632,Yuba,2020-11-28,48,0
2633,Yuba,2020-11-29,47,0
2634,Yuba,2020-11-30,69,0
2635,Yuba,2020-12-01,60,0
2636,Yuba,2020-12-02,31,0
2637,Yuba,2020-12-03,63,1
2638,Yuba,2020-12-04,43,0
2639,Yuba,2020-12-05,50,0
2640,Yuba,2020-12-06,65,0
2641,San Francisco,2020-03-18,65,0
2642,San Francisco,2020-03-19,15,0
2643,San Francisco,2020-03-20,7,0
2644,San Francisco,2020-03-21,19,0
2645,San Francisco,2020-03-22,28,0
2646,San Francisco,2020-03-23,18,0
2647,San Francisco,2020-03-24,29,1
2648,San Francisco,2020-03-25,32,1
2649,San Francisco,2020-03-26,48,-1
2650,San Francisco,2020-03-27,24,1
2651,San Francisco,2020-03-28,15,1
2652,San Francisco,2020-03-29,33,2
2653,San Francisco,2020-03-30,35,0
2654,San Francisco,2020-03-31,36,0
2655,San Francisco,2020-04-01,28,1
2656,San Francisco,2020-04-02,41,0
2657,San Francisco,2020-04-03,33,0
2658,San Francisco,2020-04-04,31,0
2659,San Francisco,2020-04-05,22,0
2660,San Francisco,2020-04-06,27,0
2661,San Francisco,2020-04-07,50,0
2662,San Francisco,2020-04-08,51,1
2663,San Francisco,2020-04-09,61,1
2664,San Francisco,2020-04-10,49,4
2665,San Francisco,2020-04-11,63,0
2666,San Francisco,2020-04-12,26,0
2667,San Francisco,2020-04-13,73,3
2668,San Francisco,2020-04-14,9,0
2669,San Francisco,2020-04-15,38,2
2670,San Francisco,2020-04-16,33,0
2671,San Francisco,2020-04-17,51,3
2672,San Francisco,2020-04-18,54,0
2673,Mono,2020-06-07,0,0
2674,San Francisco,2020-04-19,9,0
2675,San Francisco,2020-04-20,70,0
2676,San Francisco,2020-04-21,9,0
2677,San Francisco,2020-04-22,23,1
2678,San Francisco,2020-04-23,57,0
2679,San Francisco,2020-04-24,33,1
2680,San Francisco,2020-04-25,-4,0
2681,San Francisco,2020-04-26,62,1
2682,San Francisco,2020-04-27,50,0
2683,San Francisco,2020-04-28,18,0
2684,San Francisco,2020-04-29,18,0
2685,San Francisco,2020-04-30,29,3
2686,San Francisco,2020-05-01,34,3
2687,San Francisco,2020-05-02,80,0
2688,San Francisco,2020-05-03,60,1
2689,San Francisco,2020-05-04,68,1
2690,San Francisco,2020-05-05,19,0
2691,San Francisco,2020-05-06,25,0
2692,San Francisco,2020-05-07,48,1
2693,San Francisco,2020-05-08,38,1
2694,San Francisco,2020-05-09,54,1
2695,San Francisco,2020-05-10,9,0
2696,San Francisco,2020-05-11,21,1
2697,San Francisco,2020-05-12,7,0
2698,San Francisco,2020-05-13,23,0
2699,San Francisco,2020-05-14,25,0
2700,San Francisco,2020-05-15,33,1
2701,San Francisco,2020-05-16,32,0
2702,San Francisco,2020-05-17,38,0
2703,San Francisco,2020-05-18,51,0
2704,San Francisco,2020-05-19,3,0
2705,San Francisco,2020-05-20,13,1
2706,San Francisco,2020-05-21,49,0
2707,San Francisco,2020-05-22,3,3
2708,San Francisco,2020-05-23,61,0
2709,San Francisco,2020-05-24,6,0
2710,San Francisco,2020-05-25,40,0
2711,San Francisco,2020-05-26,5,0
2712,San Francisco,2020-05-27,31,0
2713,San Francisco,2020-05-28,23,0
2714,San Francisco,2020-05-29,36,1
2715,San Francisco,2020-05-30,43,0
2716,San Francisco,2020-05-31,5,1
2717,San Francisco,2020-06-01,45,1
2718,San Francisco,2020-06-02,8,0
2719,San Francisco,2020-06-03,54,0
2720,San Francisco,2020-06-04,28,0
2721,San Francisco,2020-06-05,39,0
2722,San Francisco,2020-06-06,-1,0
2723,San Francisco,2020-06-07,0,0
2724,San Francisco,2020-06-08,41,0
2725,San Francisco,2020-06-09,34,1
2726,San Francisco,2020-06-10,25,0
2727,San Francisco,2020-06-11,-8,0
2728,San Francisco,2020-06-12,57,0
2729,San Francisco,2020-06-13,11,0
2730,San Francisco,2020-06-14,0,1
2731,San Francisco,2020-06-15,-1,0
2732,San Francisco,2020-06-16,60,1
2733,San Francisco,2020-06-17,13,1
2734,San Francisco,2020-06-18,45,0
2735,San Francisco,2020-06-19,17,0
2736,San Francisco,2020-06-20,31,0
2737,San Francisco,2020-06-21,1,0
2738,San Francisco,2020-06-22,0,1
2739,San Francisco,2020-06-23,177,0
2740,San Francisco,2020-06-24,39,0
2741,San Francisco,2020-06-25,42,0
2742,San Francisco,2020-06-26,83,0
2743,San Francisco,2020-06-27,52,1
2744,San Francisco,2020-06-28,54,1
2745,San Francisco,2020-06-29,64,0
2746,San Francisco,2020-06-30,90,0
2747,San Francisco,2020-07-01,23,0
2748,San Francisco,2020-07-02,52,0
2749,San Francisco,2020-07-03,105,0
2750,San Francisco,2020-07-04,80,0
2751,San Francisco,2020-07-05,0,0
2752,San Francisco,2020-07-06,0,0
2753,San Francisco,2020-07-07,184,0
2754,San Francisco,2020-07-08,48,0
2755,San Francisco,2020-07-09,50,0
2756,San Francisco,2020-07-10,162,0
2757,San Francisco,2020-07-11,125,0
2758,San Francisco,2020-07-12,105,0
2759,San Francisco,2020-07-13,60,0
2760,San Francisco,2020-07-14,64,0
2761,San Francisco,2020-07-15,98,0
2762,San Francisco,2020-07-16,81,1
2763,San Francisco,2020-07-17,129,1
2764,San Francisco,2020-07-18,84,0
2765,San Francisco,2020-07-19,43,0
2766,San Francisco,2020-07-20,-4,0
2767,San Francisco,2020-07-21,287,1
2768,San Francisco,2020-07-22,96,0
2769,San Francisco,2020-07-23,70,2
2770,San Francisco,2020-07-24,68,1
2771,San Francisco,2020-07-25,33,0
2772,San Francisco,2020-07-26,179,0
2773,San Francisco,2020-07-27,2,0
2774,San Francisco,2020-07-28,63,0
2775,San Francisco,2020-07-29,153,1
2776,San Francisco,2020-07-30,66,1
2777,San Francisco,2020-07-31,19,1
2778,San Francisco,2020-08-01,170,2
2779,San Francisco,2020-08-02,1,0
2780,San Francisco,2020-08-03,22,0
2781,San Francisco,2020-08-04,249,0
2782,San Francisco,2020-08-05,133,1
2783,San Francisco,2020-08-06,36,1
2784,San Francisco,2020-08-07,28,1
2785,San Francisco,2020-08-08,55,3
2786,San Francisco,2020-08-09,0,0
2787,San Francisco,2020-08-10,-4,0
2788,Mono,2020-06-08,0,0
2789,San Francisco,2020-08-11,172,0
2790,San Francisco,2020-08-12,206,0
2791,San Francisco,2020-08-13,83,0
2792,San Francisco,2020-08-14,190,2
2793,San Francisco,2020-08-15,134,0
2794,San Francisco,2020-08-16,1,0
2795,San Francisco,2020-08-17,-2,0
2796,San Francisco,2020-08-18,416,1
2797,San Francisco,2020-08-19,220,2
2798,San Francisco,2020-08-20,26,0
2799,San Francisco,2020-08-21,113,0
2800,San Francisco,2020-08-22,193,2
2801,San Francisco,2020-08-23,-4,3
2802,San Francisco,2020-08-24,57,0
2803,San Francisco,2020-08-25,227,0
2804,San Francisco,2020-08-26,90,3
2805,San Francisco,2020-08-27,76,2
2806,San Francisco,2020-08-28,121,1
2807,San Francisco,2020-08-29,156,0
2808,San Francisco,2020-08-30,3,0
2809,San Francisco,2020-08-31,-1,0
2810,San Francisco,2020-09-01,199,0
2811,San Francisco,2020-09-02,95,1
2812,San Francisco,2020-09-03,49,0
2813,San Francisco,2020-09-04,58,0
2814,San Francisco,2020-09-05,118,2
2815,San Francisco,2020-09-06,1,0
2816,San Francisco,2020-09-07,0,0
2817,San Francisco,2020-09-08,8,0
2818,San Francisco,2020-09-09,175,1
2819,San Francisco,2020-09-10,86,1
2820,San Francisco,2020-09-11,51,1
2821,San Francisco,2020-09-12,124,1
2822,San Francisco,2020-09-13,-3,1
2823,San Francisco,2020-09-14,1,0
2824,San Francisco,2020-09-15,159,0
2825,San Francisco,2020-09-16,88,0
2826,San Francisco,2020-09-17,62,0
2827,San Francisco,2020-09-18,80,5
2828,San Francisco,2020-09-19,97,1
2829,San Francisco,2020-09-20,2,2
2830,San Francisco,2020-09-21,0,0
2831,San Francisco,2020-09-22,150,0
2832,San Francisco,2020-09-23,33,0
2833,San Francisco,2020-09-24,66,0
2834,San Francisco,2020-09-25,74,0
2835,San Francisco,2020-09-26,47,2
2836,San Francisco,2020-09-27,1,0
2837,San Francisco,2020-09-28,0,0
2838,San Francisco,2020-09-29,28,0
2839,San Francisco,2020-09-30,105,3
2840,San Francisco,2020-10-01,37,2
2841,San Francisco,2020-10-02,114,1
2842,San Francisco,2020-10-03,77,0
2843,San Francisco,2020-10-04,-1,1
2844,San Francisco,2020-10-05,2,0
2845,San Francisco,2020-10-06,37,3
2846,San Francisco,2020-10-07,38,3
2847,San Francisco,2020-10-08,57,1
2848,San Francisco,2020-10-09,12,6
2849,San Francisco,2020-10-10,43,2
2850,San Francisco,2020-10-11,-4,0
2851,San Francisco,2020-10-12,0,0
2852,San Francisco,2020-10-13,0,0
2853,San Francisco,2020-10-14,124,0
2854,San Francisco,2020-10-15,25,3
2855,San Francisco,2020-10-16,32,4
2856,San Francisco,2020-10-17,37,3
2857,San Francisco,2020-10-18,1,0
2858,San Francisco,2020-10-19,1,0
2859,San Francisco,2020-10-20,134,0
2860,San Francisco,2020-10-21,-37,4
2861,San Francisco,2020-10-22,15,1
2862,San Francisco,2020-10-23,24,2
2863,San Francisco,2020-10-24,58,0
2864,San Francisco,2020-10-25,-1,0
2865,San Francisco,2020-10-26,0,0
2866,San Francisco,2020-10-27,146,0
2867,San Francisco,2020-10-28,43,5
2868,San Francisco,2020-10-29,51,0
2869,San Francisco,2020-10-30,72,2
2870,San Francisco,2020-10-31,54,1
2871,San Francisco,2020-11-01,-2,0
2872,San Francisco,2020-11-02,0,0
2873,San Francisco,2020-11-03,149,1
2874,San Francisco,2020-11-04,64,0
2875,San Francisco,2020-11-05,77,0
2876,San Francisco,2020-11-06,99,2
2877,San Francisco,2020-11-07,155,0
2878,San Francisco,2020-11-08,5,0
2879,San Francisco,2020-11-09,-1,0
2880,San Francisco,2020-11-10,226,0
2881,San Francisco,2020-11-11,77,1
2882,San Francisco,2020-11-12,2,1
2883,San Francisco,2020-11-13,227,0
2884,San Francisco,2020-11-14,145,2
2885,San Francisco,2020-11-15,96,1
2886,San Francisco,2020-11-16,90,0
2887,San Francisco,2020-11-17,105,0
2888,San Francisco,2020-11-18,105,0
2889,San Francisco,2020-11-19,121,0
2890,San Francisco,2020-11-20,149,0
2891,San Francisco,2020-11-21,118,2
2892,San Francisco,2020-11-22,70,0
2893,San Francisco,2020-11-23,131,0
2894,San Francisco,2020-11-24,228,0
2895,San Francisco,2020-11-25,179,2
2896,San Francisco,2020-11-26,103,0
2897,San Francisco,2020-11-27,221,0
2898,San Francisco,2020-11-28,73,0
2899,San Francisco,2020-11-29,121,0
2900,San Francisco,2020-11-30,67,0
2901,San Francisco,2020-12-01,159,0
2902,San Francisco,2020-12-02,261,0
2903,San Francisco,2020-12-03,178,1
2904,San Francisco,2020-12-04,263,1
2905,San Francisco,2020-12-05,287,2
2906,San Francisco,2020-12-06,321,0
2907,Orange,2020-03-18,38,0
2908,Orange,2020-03-19,21,0
2909,Orange,2020-03-20,12,0
2910,Orange,2020-03-21,14,0
2911,Orange,2020-03-22,17,0
2912,Orange,2020-03-23,36,0
2913,Orange,2020-03-24,28,0
2914,Orange,2020-03-25,48,1
2915,Orange,2020-03-26,65,0
2916,Orange,2020-03-27,20,1
2917,Orange,2020-03-28,29,0
2918,Orange,2020-03-29,15,0
2919,Orange,2020-03-30,75,3
2920,Orange,2020-03-31,88,2
2921,Orange,2020-04-01,73,4
2922,Orange,2020-04-02,61,1
2923,Orange,2020-04-03,73,1
2924,Orange,2020-04-04,68,2
2925,Orange,2020-04-05,39,0
2926,Orange,2020-04-06,90,2
2927,Orange,2020-04-07,61,2
2928,Orange,2020-04-08,63,0
2929,Orange,2020-04-09,71,0
2930,Orange,2020-04-10,62,-2
2931,Orange,2020-04-11,100,4
2932,Orange,2020-04-12,16,0
2933,Orange,2020-04-13,30,0
2934,Orange,2020-04-14,49,0
2935,Orange,2020-04-15,15,1
2936,Orange,2020-04-16,62,4
2937,Orange,2020-04-17,57,2
2938,Orange,2020-04-18,73,4
2939,Orange,2020-04-19,22,0
2940,Orange,2020-04-20,88,1
2941,Orange,2020-04-21,38,0
2942,Orange,2020-04-22,68,1
2943,Orange,2020-04-23,56,2
2944,Orange,2020-04-24,104,3
2945,Orange,2020-04-25,102,0
2946,Orange,2020-04-26,77,1
2947,Orange,2020-04-27,74,2
2948,Orange,2020-04-28,126,0
2949,Orange,2020-04-29,97,2
2950,Orange,2020-04-30,170,2
2951,Orange,2020-05-01,69,5
2952,Orange,2020-05-02,114,1
2953,Orange,2020-05-03,85,3
2954,Orange,2020-05-04,72,2
2955,Orange,2020-05-05,110,4
2956,Orange,2020-05-06,115,4
2957,Orange,2020-05-07,127,1
2958,Orange,2020-05-08,112,6
2959,Orange,2020-05-09,111,3
2960,Orange,2020-05-10,121,1
2961,Orange,2020-05-11,72,2
2962,Orange,2020-05-12,144,0
2963,Orange,2020-05-13,182,2
2964,Orange,2020-05-14,138,0
2965,Orange,2020-05-15,118,4
2966,Orange,2020-05-16,115,3
2967,Orange,2020-05-17,70,1
2968,Orange,2020-05-18,92,0
2969,Orange,2020-05-19,188,0
2970,Orange,2020-05-20,120,10
2971,Orange,2020-05-21,109,14
2972,Orange,2020-05-22,169,6
2973,Orange,2020-05-23,169,12
2974,Orange,2020-05-24,126,1
2975,Orange,2020-05-25,162,0
2976,Orange,2020-05-26,50,0
2977,Orange,2020-05-27,198,5
2978,Orange,2020-05-28,196,6
2979,Orange,2020-05-29,131,3
2980,Orange,2020-05-30,178,1
2981,Orange,2020-05-31,178,1
2982,Orange,2020-06-01,108,0
2983,Orange,2020-06-02,150,3
2984,Orange,2020-06-03,149,8
2985,Orange,2020-06-04,253,7
2986,Orange,2020-06-05,199,9
2987,Orange,2020-06-06,185,2
2988,Orange,2020-06-07,67,1
2989,Orange,2020-06-08,143,0
2990,Orange,2020-06-09,205,8
2991,Orange,2020-06-10,231,13
2992,Orange,2020-06-11,82,4
2993,Orange,2020-06-12,136,8
2994,Orange,2020-06-13,141,7
2995,Orange,2020-06-14,163,4
2996,Orange,2020-06-15,200,0
2997,Orange,2020-06-16,219,12
2998,Orange,2020-06-17,115,11
2999,Orange,2020-06-18,319,6
3000,Orange,2020-06-19,375,7
3001,Orange,2020-06-20,312,10
3002,Orange,2020-06-21,279,2
3003,Orange,2020-06-22,148,6
3004,Orange,2020-06-23,360,0
3005,Orange,2020-06-24,733,24
3006,Orange,2020-06-25,498,7
3007,Orange,2020-06-26,466,17
3008,Orange,2020-06-27,323,0
3009,Orange,2020-06-28,498,3
3010,Orange,2020-06-29,963,4
3011,Orange,2020-06-30,649,10
3012,Orange,2020-07-01,1834,5
3013,Orange,2020-07-02,21,9
3014,Orange,2020-07-03,1763,6
3015,Orange,2020-07-04,428,3
3016,Orange,2020-07-05,183,3
3017,Orange,2020-07-06,737,0
3018,Orange,2020-07-07,1574,3
3019,Orange,2020-07-08,347,7
3020,Orange,2020-07-09,872,26
3021,Orange,2020-07-10,732,10
3022,Orange,2020-07-11,738,9
3023,Orange,2020-07-12,969,2
3024,Orange,2020-07-13,579,1
3025,Orange,2020-07-14,937,9
3026,Orange,2020-07-15,803,22
3027,Orange,2020-07-16,807,11
3028,Orange,2020-07-17,437,3
3029,Orange,2020-07-18,641,25
3030,Orange,2020-07-19,338,-2
3031,Orange,2020-07-20,396,1
3032,Orange,2020-07-21,1019,20
3033,Orange,2020-07-22,691,8
3034,Orange,2020-07-23,816,22
3035,Orange,2020-07-24,667,13
3036,Orange,2020-07-25,448,6
3037,Orange,2020-07-26,374,2
3038,Orange,2020-07-27,297,2
3039,Orange,2020-07-28,183,15
3040,Orange,2020-07-29,507,6
3041,Orange,2020-07-30,766,17
3042,Orange,2020-07-31,91,14
3043,Orange,2020-08-01,507,31
3044,Orange,2020-08-02,563,2
3045,Orange,2020-08-03,439,0
3046,Orange,2020-08-04,139,2
3047,Orange,2020-08-05,63,12
3048,Orange,2020-08-06,492,32
3049,Orange,2020-08-07,60,7
3050,Orange,2020-08-08,229,16
3051,Orange,2020-08-09,556,6
3052,Orange,2020-08-10,1201,-2
3053,Orange,2020-08-11,760,10
3054,Orange,2020-08-12,371,11
3055,Orange,2020-08-13,443,24
3056,Orange,2020-08-14,380,20
3057,Orange,2020-08-15,412,20
3058,Orange,2020-08-16,492,1
3059,Orange,2020-08-17,318,0
3060,Orange,2020-08-18,38,5
3061,Orange,2020-08-19,279,18
3062,Orange,2020-08-20,361,23
3063,Orange,2020-08-21,326,26
3064,Orange,2020-08-22,506,14
3065,Orange,2020-08-23,136,1
3066,Orange,2020-08-24,269,0
3067,Orange,2020-08-25,201,15
3068,Orange,2020-08-26,420,6
3069,Orange,2020-08-27,292,29
3070,Orange,2020-08-28,247,9
3071,Orange,2020-08-29,311,19
3072,Orange,2020-08-30,276,4
3073,Orange,2020-08-31,109,1
3074,Orange,2020-09-01,279,8
3075,Orange,2020-09-02,200,19
3076,Orange,2020-09-03,355,11
3077,Orange,2020-09-04,262,24
3078,Orange,2020-09-05,238,9
3079,Orange,2020-09-06,205,2
3080,Orange,2020-09-07,201,0
3081,Orange,2020-09-08,82,3
3082,Orange,2020-09-09,180,9
